	index	m/z	Intensity	resolution	Slope	Intercept	RSquare	Ratio
0	6	256.1642832838522	22368658.0	298424.25	-1.0957837021434862	3.28027703937582	-0.9791427047377479	2.1434943826174053
1	10	257.1231236232488	21564210.0	280443.84	-0.8339665067235039	3.0729428830438437	-0.9191350573720384	2.10891953613903
2	17	265.26470612359856	8588752.0	301404.47	-2.306736402766605	3.0688354184428817	-0.9716195149760598	2.3318225132215114
3	24	268.16411062997247	14700277.0	294993.25	-0.8434142364069221	2.6810688314993256	-0.9398825579112186	1.9036112052153344
4	28	269.70445996022795	7186704.5	300155.9	-1.864452749491715	2.697850608918242	-0.9282604402470744	3.208411218104728
5	29	270.1797236277673	6717354.0	251842.92	-1.1449115604678073	2.113413033738041	-0.8936526770770905	2.3564004253984714
6	33	272.5634360086365	10135158.0	278424.5	-1.9525402469008974	3.0155775520391974	-0.9665463105447961	2.262803808545236
7	40	273.1543022222603	5414087.0	300347.5	-1.2080515363288873	1.9034755044788103	-0.8895170283874722	1.62504406939807
8	50	284.086036354006	9023749.0	281288.4	-1.8303829806305167	2.8842999980631174	-0.9843309566042794	3.140971954051459
9	51	284.15884002909	12814889.0	263235.66	-0.946020196929066	2.660939163151402	-0.9807104192861115	2.6717779639110413
10	52	285.15404558714454	5733884.5	291408.88	-1.6138540155114804	2.300069093795805	-0.9504908778597	2.5617438044332737
11	53	286.1380643919116	5320074.0	256383.27	-0.8042165028641373	1.6972627198149177	-0.7357536479323622	2.26667147101547
12	54	286.1744201878463	9709041.0	278675.03	-1.6992032021227494	2.847953614363263	-0.9799078763631147	2.5319214014140785
13	57	288.16885960531465	5275979.5	286176.16	-1.359122121129963	1.9996821900481034	-0.9014088226876376	1.4738206866328565
14	68	296.19505834408324	5192634.0	273784.56	-0.9510821544548207	1.7507412433540896	-0.8954170829111666	1.990381806252052
15	71	300.117151327571	18268706.0	280716.75	-1.0982526980719791	3.0674504174898867	-0.9898172293852862	2.038143726386297
16	73	302.0964580217372	9690674.0	275819.28	-1.7406304604775675	2.8850226967588735	-0.9887719179033394	2.4820011142314935
17	75	303.2516689659932	200497440.0	271794.84	0.008470383426224167	4.64004710738514	0.2690570245815595	1.0064122880176052
18	91	316.1634746609692	51232696.0	266335.62	-0.6011883229849941	3.7312459748716806	-0.9828304850016318	1.5183899291606038
19	93	317.2162383473654	66813090.0	264855.34	-0.7467936064061612	4.110743296345381	-0.9993695440279199	1.6968878610906286
20	95	318.12745641596746	17840544.0	262247.75	-0.906257793259732	2.921002728609892	-0.9815939885326711	1.9432622021144874
21	100	324.18952397641476	6457513.0	270057.7	-1.4482778869582147	2.3003524889052516	-0.9308412561239701	1.8784184001523383
22	101	326.1688176971023	5388151.5	249379.81	-0.9275021633140595	1.7335629218360316	-0.6911090716782754	1.8835687109395354
23	103	327.20051164220854	5110140.0	258316.19	-1.0854053905880656	1.8025628129868232	-0.9441440546339714	1.6125260597227047
24	104	328.1593195094465	16107244.0	261415.1	-1.0344115267988205	2.9103378258879684	-0.9861582498841777	1.8439660488872247
25	105	328.1843977266956	5871326.5	251313.5	-1.7209339014627438	2.4195318189807744	-0.9305764992966236	3.357468170036785
26	106	328.19568571835407	12142243.0	263065.94	-1.1100036768855681	2.656284365496815	-0.9410360831100372	1.931067550970388
27	107	329.1795937391977	6576192.5	267132.06	-0.8354355868855402	1.8792998382872244	-0.8471871427932139	1.6086244664357547
28	114	336.17856195924696	6696544.5	248452.0	-0.6484954451455445	1.7826807275765315	-0.8492485284341721	1.633659852467265
29	127	341.2159224782847	25074378.0	255432.69	-0.9171060743678254	3.259796312360976	-0.9958226697726341	1.8847958114298355
30	130	343.1586973551665	6993348.0	234483.42	-1.0982434702239727	2.1287524832723936	-0.9448541382046935	2.3302280881735227
31	131	343.19520246594675	10678294.0	258681.42	-1.1776179768484474	2.5853192357499544	-0.9826211941015341	2.005685372195444
32	134	344.69165205321394	8531814.0	242534.48	-1.1232330952782017	2.3378352597216	-0.9709310978645663	2.3287897797386683
33	143	355.1221181611666	8374636.5	248229.64	-1.3880311449190166	2.472421978576057	-0.9795729495924081	1.6705845268058046
34	146	356.1724410600473	9673791.0	237239.3	-0.8606671784508737	2.282054043975486	-0.9626654948483528	2.6438244302934084
35	147	356.1902512815315	20073728.0	244427.1	-0.8868183568515527	3.0403544013821673	-0.9664653681580145	2.1368230888721036
36	149	357.1564405420395	13041076.0	236706.25	-1.5470350279287253	2.9892237232238594	-0.9172633315353045	1.940666828489753
37	150	357.2105835653671	15632173.0	253339.81	-0.6528137415199124	2.596713258229405	-0.892956889291401	1.4524992634860103
38	152	358.6889281870736	9511764.0	263716.56	-1.1729036263385257	2.4420536180025842	-0.9341008861066618	1.5792872043034378
39	160	372.73147495653427	11479612.0	242252.05	-1.1121458682015901	2.6531802817217973	-0.9797890498992001	2.71457560715638
40	161	373.132567566774	21281808.0	243241.62	-0.807917722088495	3.026428429932848	-0.9802962824478193	1.7545825809336266
41	162	373.2053222880035	10326852.0	238908.12	-0.6442785486673931	2.1649893379960012	-0.8773217923415547	1.4778725130495358
42	163	374.18285056124915	37808716.0	246460.62	-1.0209674557545936	3.7324941340131987	-0.9932190120368372	1.9477574707078644
43	168	381.2101957587694	5461687.5	237994.78	-1.5378604874090185	2.1803656135589318	-0.9665730620411319	1.9689661884985021
44	169	382.20560630641296	10363946.0	236203.45	-0.8354319290701765	2.3201889182358832	-0.942105787855772	2.335873471063078
45	172	384.18484526719465	6926368.0	219601.45	-1.679403303536125	2.4902074014306312	-0.9358598613029359	2.928374611071554
46	173	384.25757549794747	5511164.5	228277.1	-0.6448486902823094	1.621081314559925	-0.7673688700921417	1.753215462925127
47	175	385.20518888731624	10389474.0	230966.25	-1.2053968479579211	2.6232665184463304	-0.9646193583200368	3.0647440303042353
48	176	387.2360196274669	14214474.0	225148.25	-1.2272928203559423	2.908141832691922	-0.9613140998744664	2.4947630285479447
49	185	399.23188491402277	9290893.0	230757.44	-1.3709039549073103	2.5496778812786065	-0.9654431490877544	2.0178869021235966
50	188	401.2331117079823	13071984.0	246230.67	-1.2466901038882263	2.8401507222835134	-0.9600769463530627	1.6048436787655496
51	194	410.20013366938036	8742412.0	223621.77	-1.4489933943627336	2.593596442257309	-0.960357123819683	3.0727528041228265
52	197	412.1794056652919	8727986.0	214853.92	-0.9754401596541059	2.2645582380137914	-0.8917525900425451	1.863307073552264
53	198	413.19315504694725	6012411.0	226900.97	-0.4270560389816268	1.4369500545528768	-0.5328973818535969	1.759331421007089
54	199	413.19971780079175	23365106.0	226825.39	-0.9309794486338082	3.2064902668356856	-0.986589606754071	2.0028803635110703
55	200	414.23135360718777	11399035.0	232578.86	-0.9942358088365554	2.5066019884622075	-0.9309455720850003	1.5795082381262255
56	202	415.230578768472	29953850.0	234190.6	-0.9024882900142164	3.429762881028364	-0.9872001737554357	1.9919606813305877
57	207	421.58377744571186	5638718.0	212504.52	-1.8726638458193772	2.337536575993018	-0.8894253913595354	2.3390833098595127
58	213	427.2265039542295	28310800.0	225955.5	-0.8357933123445561	3.328284455469946	-0.9953831512263086	1.957529775161667
59	217	430.1897068961693	37841176.0	226383.92	-0.9004454797582693	3.6608093083214595	-0.9963816248440005	1.8947070962644776
60	218	430.69981074044176	8147679.5	224254.61	-0.7186741056645678	2.008985217385188	-0.9059502119589673	1.6521018725598968
61	219	431.2100428086741	15640282.0	218318.39	-0.7283533398704455	2.628214478483814	-0.8473549678272526	1.7547461865399987
62	221	432.2417056675969	36924300.0	219961.81	-0.7293839656429397	3.5191149577958925	-0.9714970706740077	2.017941889712103
63	227	436.77824711546896	11470436.0	213611.73	-0.9430010792671426	2.54732288395158	-0.9879510433405851	2.916038447748159
64	234	442.26225211334776	5187740.5	218604.94	-0.6144221873748762	1.5056292490806862	-0.6372035124628173	2.004432462199006
65	249	457.218806581521	6301656.5	212904.92	-0.4315542969511342	1.6245303765146173	-0.694499880113071	2.074171875306419
66	251	457.27325113474205	5531277.5	211284.12	-1.4912721394484971	2.1808515628436043	-0.9154275503389927	2.7144493000678325
67	254	458.2571593092981	7599923.0	212838.48	-0.7533532723702646	1.9413730196265784	-0.716095234593762	2.702533457092487
68	259	465.28861266320524	16856340.0	220497.95	-1.0887422947760566	2.989414390836389	-0.9942249784728652	1.879357770717205
69	262	466.2180610125693	15507023.0	210887.23	-0.7223487872022935	2.6517105288721257	-0.9576440067089403	2.2050010754992915
70	267	471.2886059104107	7005060.0	209821.03	-0.9398132602635757	1.9843591728667085	-0.8482397668935654	1.588441751778781
71	269	472.19969460787377	9933755.0	225773.86	-0.9490422505655811	2.3657845405729594	-0.8297663641224736	2.0502608845251244
72	270	472.7430030449898	23519990.0	219006.34	-1.2027220643103333	3.3942117867841	-0.9952547044345401	2.258494572626814
73	272	473.23145054730367	5208573.5	218456.38	-1.3053161560495095	1.9983537181567015	-0.978338211493862	2.2410333153476394
74	273	475.2293203261421	33590990.0	214365.77	-0.7302004567447459	3.4287049588168017	-0.9854168523590683	1.856269366518864
75	276	477.61293480038967	217787740.0	215838.83	-0.9908318364078051	5.474307851950709	-0.9992622486664152	2.13164686782089
76	279	483.2154940998985	18695882.0	223434.55	-0.8557456514097568	2.9239599319733163	-0.9538434680755303	1.728117660402107
77	281	484.2359304861675	11916417.0	212568.72	-0.9791775769660838	2.5954585022285874	-0.9507204074945984	2.1911054234161065
78	286	486.2514714809423	6586246.0	212050.23	-0.920344691599345	1.9865858582735827	-0.9047338688313722	1.857254014818792
79	287	487.2412738100485	10457197.0	210220.95	-1.0537351465218217	2.5039538850100946	-0.9783819098996357	2.576459129907086
80	300	501.22600155317383	165004020.0	209289.5	-0.5321961055258303	4.856306855483647	-0.9938996349580091	1.5632238995708714
81	302	502.24632487839733	9379562.0	209916.25	-0.9867975009055979	2.374479196436513	-0.9642024196227772	2.247653004926266
82	303	502.2615611537434	10588476.0	222229.52	-0.857079044175218	2.3523715942962475	-0.8422897934142358	1.7284001387631154
83	309	508.2792043040687	7427545.0	195821.55	-0.9057595243828523	2.091933795443676	-0.931456229331509	2.258814244384373
84	312	508.8041044053825	86433510.0	204858.75	-0.834592518975899	4.439258531499459	-0.9822870785592891	2.0463518418225735
85	322	513.2985835187055	5274351.5	185253.48	-0.6027212411637625	1.5516305417483174	-0.6606367354923592	2.5681599313937347
86	326	515.7516767346949	7344142.5	206173.38	-1.4218046474013866	2.3970343309458397	-0.9684870803588059	2.244999464843394
87	332	522.2767282890372	22787730.0	215339.9	-0.8852555251445853	3.1314636669193945	-0.9394704805009559	1.6512303775367259
88	334	522.7594805353864	9686458.0	191124.83	-1.5598676478569355	2.762383281330335	-0.9444554746654332	2.1928700589540164
89	336	523.2828059477336	5159217.0	212149.4	-1.399719069885378	2.0166314207995026	-0.9881291354912355	1.7634542866154823
90	340	526.2824293227704	6638849.5	204218.94	-0.937882279150237	1.9556842130053858	-0.954461218871268	1.7207153562315318
91	346	529.2568732360604	7427157.5	200098.05	-1.3799342681619757	2.364327071355988	-0.9500519836402219	2.055409145277809
92	352	540.3090156475786	12313115.0	199252.33	-0.8527551049248782	2.507618781854659	-0.932104023429978	1.692148445164784
93	356	543.2724773490778	17523606.0	203601.73	-1.0013828942594099	2.9388598834924773	-0.9672881019833109	1.75883875709067
94	357	544.2928083941089	6619231.0	189632.47	-1.4370860097151126	2.300552999748489	-0.9537855881025691	2.2920099683292596
95	361	549.272325195037	7309708.0	206071.6	-0.8309742887313631	2.0051604013376307	-0.8273502797543388	2.0138545659827676
96	366	555.2722247227869	10502989.0	183795.2	-0.793131413044708	2.3249733780594695	-0.8753397435361665	2.1373634753881765
97	373	557.8112005891569	7607430.0	177861.9	-1.2341126610952973	2.300570610613654	-0.8450928744937763	2.6205994146510476
98	375	558.2776965255409	19852166.0	202810.22	-1.1628729090485646	3.2116553525484273	-0.98785658550139	2.1378922625503614
99	377	558.3377550048417	60357476.0	196361.22	-0.7356424306124896	4.0191634812606765	-0.9942400100257882	1.8617710702647043
100	380	559.3032654185997	9060792.0	190766.94	-1.2725893740428604	2.5175541875725274	-0.9421978839000791	2.3575850214980294
101	383	560.3351653488589	30628926.0	201682.94	-0.9020320516317568	3.4545205803350783	-0.9962000251979829	1.8451235446668728
102	391	570.7748441399423	5374705.0	165138.03	-0.8307972462891299	1.7052819112222883	-0.7142131407378843	1.6075972941083763
103	393	571.3031051880323	6776331.5	171944.39	-0.8678967522325081	1.897932099728974	-0.6103224573804694	1.6563080453169845
104	395	572.2986097901468	7838290.0	192603.25	-1.5486211003594115	2.508317467475839	-0.8693494759801181	2.1479838886619387
105	397	573.2826199137405	7268681.0	188167.84	-1.58238168589672	2.4901672256286287	-0.9653222918714262	2.4825124057399184
106	400	578.8180153823687	10522602.0	184376.38	-1.0538276872434897	2.502769671511139	-0.932213574176261	2.04789278228743
107	402	579.3082738144749	5996181.5	186553.12	-0.7473771470689423	1.7729416692542634	-0.9075272020796387	2.1722613901908665
108	403	579.780072432201	23377468.0	201498.34	-1.01276370059585	3.2751954951107605	-0.9628730851415985	1.989068315135456
109	407	582.2829226871459	5800802.5	175319.38	-0.18806988850598488	1.2208894779122612	-0.15005654645025052	1.4520622210863454
110	411	584.2986781735856	5269359.0	198610.55	-0.6694863657872123	1.4008191166528001	-0.4992647279195373	1.0129826944647942
111	412	584.3714105609788	5146073.5	180666.9	-0.6424227536550158	1.4775567062960229	-0.5698732402501684	1.0561935477520592
112	414	585.27612128953	5005606.0	197327.62	-0.8900616269251983	1.6553569133862474	-0.7411147412575263	1.5080302148931397
113	419	586.3141956960187	5112282.0	178403.03	-0.40321239180552565	1.3596950501704315	-0.7123988541565087	1.352596510951754
114	437	593.3294297371793	9289421.0	198519.16	-1.4045972098876163	2.651196033795325	-0.9516672330019441	1.8567387792223062
115	438	593.7955164905528	11077615.0	187334.25	-1.0296112023928428	2.537474609977883	-0.9544393125718191	2.005381696651512
116	446	597.3185723197009	9377959.0	187528.84	-1.140075052227846	2.4533871919538286	-0.900421091808114	1.9520265887210972
117	447	598.3503105625857	8225064.0	188156.61	-0.8103534178321729	2.086460285201688	-0.9213523828438398	2.1223747046735517
118	455	600.256866274497	10010386.0	187320.11	-0.7616563956595638	2.2677878497537063	-0.841917420314631	2.179011331226007
119	456	600.2932149329756	66176332.0	192404.94	-0.6108286079456147	4.001797907992253	-0.9931975033591608	1.6445225677504902
120	461	603.2863404979202	33652376.0	194244.23	-0.8528664785071125	3.5168054207499857	-0.9621921431752849	1.9040992304459194
121	463	605.3291364972338	8604324.0	188395.9	-1.356408553094545	2.466442697736322	-0.8763495186738642	1.906249106259669
122	468	607.8111068725193	5153493.0	210347.89	-1.4651875142944046	2.0950357401736937	-0.7257910284740557	2.462299370054066
123	473	612.2931982856213	5538406.5	196089.11	-0.8013816400804905	1.6734842656331705	-0.6761535982525356	1.7833615121310842
124	480	614.3087108518214	38789456.0	188095.73	-0.9946992379965327	3.7625027643002587	-0.9916242992219563	2.1575509087531612
125	485	615.3290603796567	8567918.0	196514.05	-1.1736069037892995	2.371049530466401	-0.9610098852419996	1.6284463200633088
126	491	619.6854664813466	6728896.0	175186.16	-0.2185453239903276	1.4489793407843252	-0.2617080151286823	1.3136876928378343
127	503	627.3386494000747	5760613.5	184126.3	-1.0695166669956184	1.9358229554159134	-0.8346684898194626	2.101690476928799
128	507	628.1374662005971	7846065.5	193094.69	-1.5438391065017167	2.5705144587219415	-0.876008351738197	2.3408425899828535
129	509	628.8657430867705	10220630.0	186250.52	-1.1088661697355975	2.5202576691713023	-0.979764138390619	2.403103387775265
130	514	630.3034184627784	52941576.0	188627.55	-0.663522369939103	3.8252298084171037	-0.9819853939355095	1.7256177560293773
131	517	631.8710288588728	126311290.0	190053.95	-0.8321017924841474	4.810312278791761	-0.9980336106102146	1.8701596664215572
132	520	633.7435307791029	6660694.0	151110.1	-3.1623155337965403	3.3421179778449868	-0.8833486340904606	3.881575355057955
133	526	636.3214491399834	25423622.0	185233.19	-1.2616088886256676	3.5191930935701206	-0.9826672345767475	2.157313750936277
134	539	642.3392626735335	8057078.5	172356.77	-1.2206046068602716	2.3816698751819456	-0.8484707506553208	2.383261259075846
135	542	642.8629898285335	57309904.0	184086.75	-0.8299528553045403	4.035813555883466	-0.9944366447361893	1.960236724293197
136	543	643.3292285179174	7003332.0	190828.45	-2.175740012650263	2.747454318712408	-0.9296650885219108	1.551050366655569
137	545	643.663708011525	10288033.0	178084.08	-1.0645477197704662	2.5251254997466557	-0.9663764464208698	2.8429780180192195
138	558	647.950811278833	6935760.5	184462.08	-1.2499552481571587	2.152889903895539	-0.808305670930951	1.3733298957963933
139	560	649.9548043186413	8438379.0	189231.55	-1.3471377253361767	2.4431426954621385	-0.9292549700793167	1.95489094140121
