	Mass	Charge	Abundance	Base Peak	Interval	Correlation	Ions	PPMError	Shift	TheorMass	Mono m/z	m/z	Intensity	resolution	Slope	Intercept	RSquare	Ratio	FWHM	FWHM Coeff
98	2695.4682	3	149214272	899.8309	899.3863-901.6203	0.9937	b25	-9.664387671431838	0	2695.494250301401	899.4966764666	899.4960919742302	89709224.0	156620.015625	-1.511438349002904	5.024485955487482	-0.6094272136772596	2.20548147472186	0.005743174576919471	1.1888585885748677
99	4574.4849	5	48104848	916.1049	915.7728-917.8151	0.9744	y43	-10.081190450290416	0	4574.531016718401	915.9042564666001	915.9039724940607	39499632.0	146882.296875	-1.5765424115890334	4.194427777387084	-0.9980523276580985	4.14412797682363	0.006235632148873017	1.2333778239107813
100	6403.4207	7	207290000	916.3546	915.6641-917.4595	0.9633	y61	-10.526439353477086	0	6403.488105929197	915.7816621808857	915.7818347586473	91533608.0	146784.90625	-2.3928766912863964	5.567383207224156	-0.99930597889426	6.559215680751908	0.006238937355036443	1.233978131270652
101	1856.0341	2	475430848	929.5256	928.8427-931.6712	0.9884	y19	-9.63954564961845	0	1856.0519914979002	929.0243264666001	929.0235871035375	426714272.0	150441.921875	-0.9561600390422949	6.1383536008556865	-0.9997266213421007	2.111382919712365	0.006175297254414561	1.2081046039168974
102	928.561	1	130118216	929.5684	929.4673-932.6795	0.999	y9	-10.306620417329226	0	928.5705704244001	929.5682764666001	929.5681505924697	85990480.0	151603.828125	-0.698242346408347	4.345657487682427	-0.9989227043419534	1.6055668127908345	0.0061315612019112375	1.201689824233936
103	2824.5081	3	187538016	942.8442	942.3536-944.9967	0.9924	b26	-10.176721453143609	0	2824.536844524701	942.5099764666	942.5096739050093	162537504.0	149286.921875	-1.1250290855483245	5.2842796599105695	-0.9996355061604537	2.2380907139398087	0.006313410860558742	1.2085063773062832
104	1883.9846	2	80594032	943.5009	942.8442-945.6343	0.9688	b17	-9.585563911925536	0	1884.0026592279003	942.9995764666	942.9986849593116	36158000.0	149316.703125	-1.0086295241453014	3.7052637582912995	-0.975571608534236	2.110201219946445	0.006315426641652296	1.208136748188194
105	943.47	1	116610672	944.4774	944.3362-947.6302	0.9933	b8	-10.288436548996938	0	943.4797069311	944.4772764666001	944.4771693147284	55736380.0	149002.03125	-0.7797802253201401	3.979143539237066	-0.9951174109367199	1.9583661629344928	0.006338686535957733	1.2092051772826602
106	4778.5718	5	251662864	957.3232	956.5833-958.7034	0.9705	y45	-10.273905856608446	0	4778.6208951012	956.7216364666	956.7212792051151	164900816.0	147109.0625	-1.593341436744591	5.630118650370681	-0.9997276054562837	3.4501429936235666	0.006503482946233276	1.2143292024601928
107	6704.5773	7	30477968	959.2338	958.7034-960.4903	0.9087	y64	-11.123420611419592	0	6704.651878662899	958.8040336094572	958.7948367812726	1215648.375	122833.09375	-1.837589225457961	0.8536765000926934	-0.5271421708019424	2.2224086110243286	0.007805671969255212	1.3684652136021132
108	4860.6234	5	29047308	973.533	972.9567-975.0462	0.9422	z46	-8.097721348044738	0	4860.6627602926	973.1319564666002	973.1291171926582	7009956.0	156273.890625	-1.209826639782811	2.2250577979762616	-0.8799747666958679	2.104993734220957	0.006227074230383187	1.1597864242197862
109	4877.6386	5	140778032	977.1365	976.3922-978.4689	0.9642	y46	-10.396190713123644	0	4877.6893093883	976.5349964666001	976.5349361777984	94086840.0	145778.3125	-1.4566980792023414	4.965380600368479	-0.9984324602996022	3.0682654809488734	0.006698766911421055	1.2133864426214978
110	1969.1153	2	198032624	985.5651	985.4332-988.1819	0.9936	y20	-10.540586435667297	0	1969.1360558488002	985.5649264666	985.5649985225627	229820288.0	146531.640625	-0.9194056023298325	5.490392186808882	-0.9983469832834115	2.0013152187684056	0.0067259534822570865	1.2055193797156485
111	3012.5861	3	193832816	1005.5369	1005.0738-1007.6824	0.9964	b28	-10.108457869028399	0	3012.6165529075006	1005.2026431332667	1005.2020588016119	283920672.0	144193.21875	-1.0395170635057236	5.790991839589358	-0.9988318383005884	2.224687493379214	0.006971215897083315	1.2105280128952032
112	2012.0776	2	75861496	1007.5474	1006.9139-1009.6645	0.9953	b18	-9.951112945590225	0	2012.0976226107002	1007.0460764666001	1007.0453955147044	55221940.0	140886.625	-0.8142742315548547	3.9830225438522904	-0.9922253465292549	1.9767016989689714	0.007147913405652981	1.228642706534641
113	1015.5919	1	382181568	1016.5992	1016.4420-1019.7451	0.9959	y10	-10.535207279252168	0	1015.6025995839	1016.5991764666	1016.5990205097623	205597744.0	144168.921875	-0.6553910850900324	5.177946683958366	-0.9982731224712054	1.6386024347757884	0.0070514435933091936	1.20612188363603
114	4068.159	4	44701524	1018.799	1017.9452-1020.1733	0.9589	x38	-12.375562394699225	0	4068.209346378601	1018.0470264666001	1018.0473666880673	44862324.0	144120.53125	-1.4643863026691195	4.238193496436696	-0.9965535922197309	2.7065740828219886	0.007063860768887273	1.2058193384385634
115	3097.6678	3	10758314	1033.5634	1033.4441-1036.6840	0.9929	a29	-12.235590479939978	0	3097.7057022584004	1033.5632097999332	1033.5644405599146	26853330.0	125240.0546875	-1.9727151252314585	4.062479619332436	-0.9281911474858182	4.728271805509008	0.008252666793693703	1.3174767310587543
116	1042.5372	1	80508016	1043.5446	1043.3911-1046.6803	1.0	b9	-10.475505137689856	0	1042.5481212182	1043.5444764666	1043.5442747396119	48376344.0	142935.34375	-1.0081758286551978	4.000055551822317	-0.8745417234795019	2.3038062231162346	0.007300813412285314	1.2025167663136445
117	3125.6685	3	190452176	1043.5652	1042.7656-1045.3519	0.9885	b29	-10.275219009473368	0	3125.7006172584006	1042.8967764666	1042.896449160074	254330480.0	143500.453125	-1.1019583619604616	5.7200513293628275	-0.999163551718454	2.1846893126966296	0.007267548125800207	1.1996063100957126
118	2113.124	2	47662060	1058.0706	1057.4443-1060.7233	0.9784	b19	-10.080629089731113	0	2113.1453018340003	1057.5692764665998	1057.5683399977179	16726570.0	142154.546875	-1.096220537826775	2.9947172609942343	-0.8681084161871101	1.9724965494749156	0.007439567451385595	1.201555931063664
119	4240.2061	4	427163072	1061.5602	1060.9324-1063.2194	0.98	b40	-10.646243351199006	0	4240.251242746601	1061.0588014666	1061.0585393258302	667985472.0	142015.046875	-1.4590509082538157	6.921120314848729	-0.9994692769397606	2.8976447977767625	0.007471451530482975	1.201022551882392
120	3196.7044	3	291238432	1066.9097	1066.4701-1069.0326	0.9753	b30	-10.426697684030065	0	3196.7377314179007	1066.5754097999334	1066.5749804962775	394031072.0	141578.5	-1.0708640728252092	6.134217617272397	-0.9990054688979088	2.179102280171579	0.007533453034862479	1.2014110181731545
121	4311.2429	4	212405792	1079.3193	1078.6986-1081.2261	0.9891	b41	-10.543694213235053	0	4311.2883569061005	1078.8180014666	1078.8176815366774	546761984.0	139248.6875	-1.423610906558466	6.714327582791358	-0.9999861619705915	3.021085458617487	0.007747417235345054	1.2101597642619748
122	3267.7408	3	543322112	1090.9226	1090.1256-1092.6946	0.9919	b31	-10.418581147612505	0	3267.774845577401	1090.2542097999333	1090.2536995430814	761521600.0	139115.5	-1.0551836273408206	6.787308323267046	-0.9995973128767439	2.214601974097709	0.00783703972269863	1.2066822695889539
123	1114.6589	1	117509360	1115.6663	1115.5460-1119.7953	0.9979	y11	-10.867664853006081	0	1114.671013871	1115.6661764665998	1115.6660595256942	62474380.0	137321.15625	-1.0320966909176164	4.27566244685029	-0.9926513672740489	2.2688180329885794	0.00812450237088427	1.2078556932416458
124	2241.1813	2	39286696	1122.0992	1121.4689-1124.7050	0.972	b20	-10.074982200837333	0	2241.2038800892005	1121.5979264666	1121.5969117090049	26772404.0	140649.71875	-0.8962253382420876	3.302504094616208	-0.9339369972200354	1.8231928632141317	0.007974398538987515	1.1866257957141244
125	3380.8231	3	184424800	1128.2826	1127.8448-1130.4120	0.9866	b32	-10.591961763204695	0	3380.858909928301	1127.9483097999332	1127.9476844857845	298370496.0	137942.171875	-0.9730698375910656	5.7827822415618995	-0.9996095660135471	2.0492689231872134	0.008176960454906455	1.1998405824447593
126	1140.6376	1	15918724	1141.6449	1141.5439-1145.7601	0.9826	x11	-11.115420243684682	0	1140.6502788072	1141.6448764666	1141.6445245878308	6899237.5	138083.359375	-0.7273975292316655	1.7943398324388895	-0.6401601936466519	1.1429264961136867	0.008267792221707242	1.194207305867297
127	1155.6196	1	66175156	1156.627	1156.5000-1160.7465	0.985	b10	-10.890635668746798	0	1155.6321855691	1156.6268764666	1156.6267626697559	23263490.0	133179.90625	-0.9659933400274738	3.232340354086504	-0.9749065735131713	1.8123447103030907	0.008684694224807324	1.2180336301166415
128	2312.2172	2	78922592	1157.6172	1157.0077-1160.2321	0.9879	b21	-10.29055741152446	0	2312.2409942487006	1157.1158764666	1157.1149848526452	44825936.0	131646.53125	-1.0541769191210273	3.9518920225487326	-0.9867909865166348	2.1672806655186863	0.008789559237647177	1.2272998880797665
129	3481.8694	3	51869764	1162.2988	1161.4382-1164.0864	0.9863	b33	-10.680686183966788	0	3481.9065891516007	1161.6304097999332	1161.6299637805234	93233344.0	132348.859375	-1.0520696085700303	4.6900795162166045	-0.996389494969532	2.3589081726693597	0.008777030412397715	1.2213677591990337
130	3610.9096	3	68640512	1205.3123	1204.5359-1207.4259	0.9325	b34	-10.962041527198153	0	3610.9491833749007	1204.6438097999333	1204.6434973582768	67016988.0	133220.25	-1.0293195296697748	4.342212874130127	-0.9920119282775754	2.110900237293462	0.009042495396595313	1.2013843851721782
131	3697.9417	3	59506148	1233.9888	1233.5422-1236.4551	0.9737	b35	-10.68489322411904	0	3697.9812125344006	1233.6545097999333	1233.6538143195935	67943296.0	131379.34375	-1.5439771422563755	4.701198562400409	-0.9983809490314505	2.920292116671512	0.009390013521966565	1.2029975423607009
132	2511.3461	2	42422632	1257.1816	1256.5242-1259.8173	0.9691	b23	-10.739858328285141	0	2511.3730717910007	1256.6803264666	1256.6790670438425	13022523.0	102747.234375	-1.6812455940001783	2.9962396579579726	-0.741150245905219	1.982954227159197	0.012230782411692943	1.4084821931511708
133	1261.7252	1	60551312	1262.7325	1262.5887-1266.8997	0.9964	y12	-11.276621608582307	0	1261.7394281581	1262.7324764666	1262.7322147377467	35640812.0	127245.6796875	-0.9305941786113868	3.6320617710847145	-0.9876089051010328	2.164689211078917	0.009923576327611785	1.2194009154400554
134	3811.0228	3	62219080	1271.6825	1271.2365-1274.1414	0.994	b36	-11.14567246014687	0	3811.0652768853006	1271.3482097999333	1271.348102565873	72887272.0	129483.6328125	-1.3789013378507395	4.669317190476099	-0.9953978110829241	2.557388305031799	0.00981860081425782	1.2025815368842174
135	2582.3816	2	61231716	1292.6995	1291.9672-1295.3057	0.9727	b24	-11.069484877412705	0	2582.410185950501	1292.1980764666	1292.1973730753089	19408736.0	125009.609375	-1.6108920558150537	3.4821654628176337	-0.9894992033227759	2.6931327556843723	0.010336784344306002	1.2244448706157027
136	1332.7611	1	40624448	1333.7684	1333.6482-1337.9193	1.0	y13	-11.586576676340567	0	1332.7765423176	1333.7683764665999	1333.7680797183516	24875968.0	122584.9140625	-0.8199191423440696	3.1944013921068297	-0.9671169575292988	2.096571038774601	0.010880360686457136	1.2275094510677922
137	2695.4651	2	36123496	1349.2412	1348.6271-1351.9221	0.9763	b25	-10.814455047593864	0	2695.494250301401	1348.7398264665999	1348.7385783513091	16793596.0	129688.125	-1.150534483830896	3.040334013212419	-0.9784209504933289	1.9250416081455868	0.010399861809639928	1.1778813421922976
138	1355.6965	1	56663520	1356.7039	1356.6036-1360.8269	0.9948	b12	-11.354884447572317	0	1355.7118939519	1356.7037764666	1356.703275638728	30609066.0	124388.515625	-0.8346039482456444	3.4250839032441807	-0.9830158396158879	1.981021088045973	0.010906981796686489	1.2087256835310856
139	2824.5069	2	19131458	1413.7621	1413.0964-1416.9056	0.9963	b26	-10.601569867664983	0	2824.536844524701	1413.2607264665999	1413.2585151605917	26460072.0	118732.53125	-0.8921943930832757	3.29590362472422	-0.9436485920709443	1.9969320083096713	0.011902875313799828	1.22994780130767
140	4240.2001	3	51454812	1415.0758	1414.2859-1417.1854	0.9796	b40	-12.061253843932546	0	4240.251242746601	1414.4073097999333	1414.4073877837602	61589348.0	122859.4609375	-1.2005530091536145	4.3737724256756305	-0.9929770436090748	2.3022864612723453	0.01151240105557101	1.201925156732651
141	1429.8122	1	561251520	1430.8198	1430.6390-1435.9490	0.9919	y14	-11.964044114689436	0	1429.8293065409	1430.8194764666	1430.8191236359805	307829120.0	122424.96875	-0.6582195072732719	5.590892013622917	-0.9991492280173309	1.6308910780289005	0.011687314591501421	1.2001420456702419
142	4311.2383	3	124989208	1438.7551	1437.9866-1441.2789	0.9907	b41	-11.610660655607429	0	4311.2883569061005	1438.0867097999333	1438.0862198268987	188314848.0	122111.03125	-1.1088524787987553	5.415503539017788	-0.9991427669626214	2.244535323650808	0.011776873924540692	1.2001690852297133
143	4410.3046	3	27923966	1471.7772	1470.9772-1474.2180	0.9573	b42	-11.829245547762948	0	4410.3567711932	1471.1088097999334	1471.1086652814554	43895920.0	117937.0390625	-1.2987468823070802	4.077147399798592	-0.9853553378742278	2.481564721946899	0.012473678133481462	1.2190568177694834
144	1483.7889	1	13307808	1484.7965	1484.6776-1490.0786	0.9896	b13	-12.10220495424988	0	1483.8068573347	1484.7961764666	1484.7963476615712	5683667.0	112277.3359375	-0.7425126996449702	1.7443665701800681	-0.6872382894675769	1.9150607815703649	0.013224363895560311	1.2557994558216623
145	1528.8796	1	16154468	1530.8893	1529.7434-1535.0350	0.9771	y15	-11.852217289100942	0	1528.897720828	1529.8868764666	1529.8861699370605	9220980.0	113783.71875	-0.6855930006545057	2.1102770580297716	-0.733103991079862	1.5714683317745555	0.013445563097638348	1.23233954450098
146	3267.7358	2	30604052	1635.3766	1634.6593-1638.5203	0.9383	b31	-11.94867432611779	0	3267.774845577401	1634.8751764666	1634.8747220108394	22006092.0	114473.4140625	-1.0342405328036868	3.2324474925714544	-0.9747324678813415	1.9265733502267823	0.01428169794183157	1.2005230696450413
147	1642.9214	1	8450349	1643.929	1643.6262-1649.1321	0.9781	y16	-11.716198884853734	0	1642.9406490193999	1643.9286764665999	1643.9287758104838	6313831.0	106262.4296875	-0.37720701684473623	1.5304459628838671	-0.38281088551504	1.5407855813339455	0.015470461014725552	1.2592693065911833
148	1713.9565	1	4993746	1714.9641	1713.7708-1719.2811	0.9998	y17	-12.405749570831595	0	1713.9777631789	1714.9637764666	1714.972813256259	841180.125	67458.0078125	-2.1080229651171263	1.1175096607412491	-0.8936141436726698	1.6630506924771093	0.025422820342145856	1.68090683400518
149	1796.9464	1	9070714	1797.954	1797.7942-1803.0837	0.9923	b16	-13.483842192349584	0	1796.9706300684002	1797.9536764666	1797.955007239285	3567416.5	106776.875	-0.6156690022308261	1.1342563796526228	-0.3586369661989077	1.8794524681008957	0.016838430673676158	1.2182953345034753
150	373.1756	1	48630356	374.1829	374.0743-376.2939	0.9984	b3	-7.440386352028704	0	373.17837659130004	374.18287646659996	374.18288039763024	33933860.0	243717.828125	-1.3548254327012044	3.8693922256715902	-0.9873941018832989	2.3961152731894573	0.00153531189439993	1.1860786670894878
151	417.1827	1	5521362	418.19	418.0876-420.2979	0.9808	y4	-7.828310555003182	0	417.18596586129996	418.1899764666	418.19002110307656	12210240.0	205956.546875	-0.6964484986756906	2.391175439906722	-0.8022971978655219	2.0075181877004677	0.0020304769498630513	1.2786448952288625
152	460.2066	1	34248708	461.2139	461.1127-463.3235	0.9978	b4	-8.26958876306118	0	460.2104057508	461.21387646659997	461.21377944690187	23247340.0	214342.96875	-1.152873732444594	3.366448358551344	-0.9461900489292117	2.56331059652246	0.002151756048433018	1.2050811873181602
153	1472.797	3	77693224	491.9397	491.8331-493.7101	0.988	y14	-8.80523996865403	0	1472.8099684452004	491.93960979993335	491.9397887710637	43738252.0	212582.8125	-1.852885395075944	4.462071798074957	-0.9933987788229011	3.013378764530339	0.0023141089488175988	1.185946334797303
154	1571.8658	3	52869420	525.2967	524.8424-526.7420	0.9671	y15	-8.004901930192217	0	1571.8783827323	524.9625431332668	524.9621955813132	41130636.0	205686.515625	-1.558525406884147	4.211582958347833	-0.9903649260341869	2.742705212069085	0.002552244098190689	1.1863287621657606
155	528.25	1	22094898	529.2573	529.1552-531.3681	0.9983	z5	-8.291740806444672	0	528.2543801484001	529.2572764666	529.2568372184055	5135140.0	190756.34375	-0.9551727730184065	1.8087492056925336	-0.5705110342924266	1.7542396832275358	0.002774517621872827	1.2440592000749202
156	1057.5498	2	53656472	529.7822	529.6822-531.3903	0.9752	b9	-8.718426039108838	0	1057.5590202501	529.7821764666	529.7821450070423	59352624.0	198507.40625	-1.1957451545753974	4.321580546554054	-0.9799600711940638	2.4333563171175356	0.002668828105787828	1.2110630158133284
157	545.2762	1	45388520	546.2835	546.1782-548.3911	0.9986	y5	-8.673041447678397	0	545.2809292441	546.2834764666001	546.2833438102698	21051610.0	184122.5	-1.2999126090752136	3.3598379516120396	-0.9649207470681793	2.8479692894020965	0.002966955933198114	1.260385397188437
158	1699.9583	3	48170056	567.6602	567.5540-569.4536	0.9856	y16	-8.850794710863095	0	1699.9733461151004	567.6600431332668	567.6599228821151	52208820.0	189559.34375	-1.2886390072185607	4.260599907161944	-0.9851235297966123	2.468313782685428	0.002994629078431356	1.2204522155207493
159	1142.638	2	48683584	572.3263	572.1951-574.4424	0.9965	a10	-8.9000282595249	0	1142.648169601	572.3262764666	572.3261656353862	62890480.0	192852.203125	-1.0392902636584618	4.2663063099613465	-0.9960212851435138	1.9728497317168368	0.002967693167935575	1.2032327582134648
160	1170.6326	2	145991232	586.3236	586.2136-589.4379	0.9932	b10	-8.956274664807305	0	1170.643084601	586.3235764666	586.3234914747484	151171024.0	191999.203125	-0.9961207435949877	5.124370289204655	-0.9256553725112204	2.306519536850079	0.003053780859147763	1.1971108682526346
161	588.2637	1	59374460	589.271	589.1689-592.3847	0.9987	b5	-8.982295758698173	0	588.268984006	589.2709764666	589.2707283929674	34322872.0	188954.453125	-1.4475416248925586	3.9556814869274377	-0.9939705619473428	2.371398777448938	0.003118586085944977	1.207914248819073
162	1770.995	3	61312744	591.6731	591.2258-593.1226	0.9414	y17	-8.72963483105328	0	1771.0104602746	591.3389431332666	591.338829237123	48323588.0	186235.0625	-1.557724858906241	4.377486742537307	-0.9965246039590532	2.9982549288741156	0.0031752282373633217	1.2182194483877247
163	1842.0302	3	77653192	615.0175	614.9131-616.7988	0.9699	y18	-9.432131037975589	0	1842.0475744341002	615.0173431332666	615.0174586083133	73138424.0	187607.859375	-1.3099178788916608	4.618050966767263	-0.9973032848014849	2.468445264307268	0.0032782073238146465	1.1965050500918195
164	1241.6692	2	114773808	621.8419	621.7203-623.9540	0.9997	b11	-8.857965610522937	0	1241.6801987605	621.8418764666001	621.8416926871503	102744408.0	171376.65625	-1.2099804060885482	4.784404197980704	-0.6192033127029469	1.8356893844002662	0.003628508726299474	1.2662332333983306
165	3763.0755	6	13022629	628.5208	628.0808-629.6262	0.978	y36	-8.68268957222842	0	3763.1081739001006	628.1865264666001	628.1858925525175	4324882.5	148271.78125	-2.824800581712333	2.9053228359717966	-0.9144344538248272	2.155464824140371	0.004236719133314638	1.3898519700055092
166	1896.0406	3	26021424	633.355	632.9203-634.7963	0.9899	z19	-9.250506371582315	0	1896.0581394979004	633.0208097999334	633.0214672401873	9398208.0	194251.859375	-1.9926229346793427	3.098434567655028	-0.9332788336285209	2.098465114939636	0.003258766579001696	1.1578748104397414
167	1913.0678	3	140231152	639.0307	638.5891-640.4680	0.9689	y19	-8.827938303483124	0	1913.0846885936003	638.6965431332667	638.6962904789691	125905272.0	181002.859375	-1.2237291347995058	5.101843663345091	-0.9966334785339996	2.5888574246470575	0.003528653042744061	1.2100978323396572
168	1955.0326	3	28716046	652.6849	652.5760-655.7991	0.9837	b19	-9.414786284208382	0	1955.0510063873999	652.6848097999334	652.6847998574433	47122556.0	181541.90625	-1.146185644591865	4.080881394455938	-0.9877406919089774	2.5206536839061493	0.0035952294064745356	1.1990094417876311
169	2609.3724	4	138696752	653.6011	653.2432-654.9653	0.983	b26	-9.018506737065932	0	2609.3959328548003	653.3503764666001	653.3501417946131	146089568.0	177673.6875	-1.6504327677508928	5.53304532984607	-0.9987240153719513	3.142718791708053	0.003677247604795804	1.2159348423010332
170	3264.7611	5	35078220	654.3605	653.8521-655.4894	0.9526	b33	-7.753201067873964	0	3264.7864125455003	653.9594964666001	653.9584005074668	36432964.0	176043.46875	-1.5576467579622018	4.0875746170898095	-0.9928224354241649	3.1891838955197294	0.0037147552542046054	1.2230496774432187
171	1312.7052	2	110060576	657.8613	657.2543-659.4720	0.9598	b12	-9.227363637790386	0	1312.71731292	657.3598764666001	657.3598498373321	99312096.0	174298.140625	-1.0193049275251416	4.716112323786236	-0.9853778318245298	2.3611612798610273	0.003771467942688113	1.2290722601957496
172	658.3589	1	19919980	659.3662	659.2654-662.4802	0.9956	y6	-9.255648552582391	0	658.364993595	659.3661764666	659.3662235333006	11332957.0	165381.46875	-1.846636027578547	3.0781244481113923	-0.9438520865399844	2.351829055241575	0.003986941393839209	1.271565025560917
173	4642.518	7	53375540	664.5106	664.1108-665.6146	0.9547	y44	-8.450481930686653	0	4642.557231846	664.2241336094572	664.22344416757	27904022.0	166661.890625	-3.223652672948715	4.8973913739938455	-0.9967442386063008	9.363919174899115	0.003985454873196631	1.261952797032274
174	2680.4096	4	328929248	671.3604	671.0015-672.7211	0.9735	b27	-8.747472475236838	0	2680.4330470143004	671.1096764666	671.1091901897903	236612688.0	175744.96875	-1.8525320111060228	6.14881461398347	-0.9985635025014763	3.581021274371821	0.0038186537854432334	1.213911303248414
175	4699.538	7	79220048	672.7995	672.2659-673.7592	0.9491	y45	-8.659487229280424	0	4699.5786959417	672.3698478951715	672.3690577505047	66453168.0	156791.390625	-2.8625772529508877	5.5138946237647515	-0.9851549198174139	10.051993803959165	0.004288303427058814	1.3090388782106601
176	2026.1506	3	51648532	676.3909	676.2776-678.1735	0.9674	y20	-8.959246101050661	0	2026.1687529444998	676.3908097999333	676.390604563799	51793916.0	168535.828125	-1.6815850238444805	4.518308832627679	-0.9824603145541052	3.810024585488164	0.004013334209638394	1.2450243056158727
177	1375.7443	2	34928156	688.8795	688.7763-690.9858	0.9664	y13	-9.3797232975928	0	1375.7572042219003	688.8794264666001	688.8792570146684	16215351.0	181423.078125	-1.6499495843408358	3.3750115828606333	-0.9271979027999736	2.6364641459323153	0.0037970872511601445	1.1781413307169633
178	2765.4987	4	74176736	692.8832	692.2819-693.9984	0.9907	a28	-8.496176682652882	0	2765.5221963652	692.3819514666001	692.38133830492	64166960.0	178016.03125	-1.7287275081681157	4.753747408079084	-0.9986220027193478	2.81811591714919	0.003889432504719543	1.1911091437139585
179	2793.4923	4	333816736	699.631	699.2742-700.9875	0.953	b28	-8.881765964348512	0	2793.5171113652004	699.3803514666	699.3798922536769	229899920.0	170990.71875	-1.7732315139826382	6.083017945167953	-0.998985818177985	4.001423179268387	0.004090162889344992	1.219416002663154
180	701.3463	1	147974432	702.3536	702.2432-705.4662	0.9956	b6	-9.621911412173308	0	701.3530483569	702.3535764666001	702.353614321038	133902448.0	172645.34375	-0.8298574637875318	4.881082539587718	-0.9953523891656179	1.821324298817501	0.004068187412792811	1.2099003380253683
181	2127.1983	3	21173404	710.4076	709.9664-712.2048	0.9624	y21	-8.523894196147202	0	2127.2164321678	710.0733764666	710.0726341690213	30611798.0	159700.578125	-1.8330329903346085	4.043470885507312	-0.9339788573214642	2.933236399814201	0.004446274662908464	1.269785299356963
182	1440.7623	2	129938392	721.3886	721.2720-724.0723	0.9809	b14	-9.433233359179534	0	1440.7758911751998	721.3884264666001	721.3884677566318	45817636.0	164906.46875	-1.4527878359114252	4.213779981819789	-0.9665964781943672	2.618479638808045	0.0043745310491746965	1.2363871710367156
183	4337.3781	6	47990320	724.2379	723.7856-725.5486	0.9731	y41	-9.585016674063606	0	4337.4196742399	723.9036264666	723.9034771644369	20248740.0	170733.421875	-2.5074789945298606	4.174978194469069	-0.9512221466379227	4.549773813414534	0.004239963501079668	1.2066954369619722
184	1455.7697	2	567595072	728.8923	728.7575-731.5175	0.9848	z14	-9.424031980364422	0	1455.7834193495005	728.8921264666001	728.8919312052969	226985232.0	167425.890625	-1.0514900338940851	5.565796430417227	-0.9960616318811869	2.31224560117769	0.00435351980798398	1.2197383997299798
185	729.3951	1	40386648	730.4025	730.2944-733.5282	0.9747	y7	-9.607532560602033	0	729.4021077545	730.4023764666	730.4021101915401	17497810.0	170113.734375	-1.4840531398279453	3.30200115560916	-0.9241593740169001	1.9710057401820356	0.004293610465228141	1.2060249664462983
186	1472.7958	2	1911196032	737.4053	737.3017-740.0746	0.9919	y14	-9.620009032984136	0	1472.8099684452004	737.4051764666001	737.4050936905649	1628920192.0	167113.125	-1.0729139991591536	7.558940029183329	-0.9992503492561522	2.3470182835185147	0.004412610282349546	1.216540805737029
187	4495.4462	6	428146592	750.5825	750.1070-751.8922	0.9784	y43	-9.480072274376564	0	4495.488817558899	750.2483097999334	750.248123772085	271029312.0	158317.484375	-2.707824811966589	6.831873379574535	-0.9972013912467671	8.190599666577844	0.004738883558779924	1.2539478464693832
188	3763.0745	5	119157264	753.8228	753.4835-755.3696	0.966	y36	-8.948427348964339	0	3763.1081739001006	753.6221764666001	753.621546957688	69461520.0	157999.453125	-1.7337597011536694	4.85829027615571	-0.9810733091942407	4.694566531692417	0.004769773135616276	1.253753102159585
189	3064.6396	4	27325454	767.1673	766.9468-770.2985	0.9799	b31	-10.023601856828195	0	3064.6703190351004	767.1671764666	767.1675133056387	87757856.0	169710.140625	-1.8560157174106977	5.17571004381435	-0.9975843947237522	3.4130949129988304	0.004520457707950466	1.188319260495225
190	4625.4961	6	72383624	772.4246	771.8113-773.5336	0.9518	z44	-7.476493546712951	0	4625.5306827503	771.9232931332667	771.921713851202	36392184.0	148545.359375	-2.6621637449380238	4.851332540432002	-0.9737083210993238	7.2015090175379	0.0051965387346938246	1.2959867237663192
191	4642.516	6	531089664	775.0942	774.6017-776.3735	0.9724	y44	-8.881278989404269	0	4642.557231846	774.7599431332667	774.7595030751352	316326624.0	156564.09375	-2.8003467634509973	7.068158575305491	-0.9990617997985961	9.801772476022512	0.004948513318208603	1.2498235317487951
192	1555.7873	2	462660544	778.9011	778.7759-781.5925	0.9867	b15	-9.985413541568528	0	1555.8028353347	778.9009264666	778.9010473854794	427029536.0	164047.5	-1.1104910315660723	6.2376949492831875	-0.998513115084554	2.4769673356895185	0.004748021441262314	1.2093717072789716
193	4682.5082	6	602455616	781.7595	781.3015-783.0939	0.9758	z45	-9.385233655011655	0	4682.552146846	781.4253097999334	781.4256188839524	208951824.0	167105.53125	-2.6239695249395956	6.5475760951651365	-0.9932302001200395	6.384968519602958	0.004676240295809792	1.1932853809678774
194	4699.5352	6	3057368832	784.7644	784.1535-785.8987	0.9884	y45	-9.255285316822839	0	4699.5786959417	784.2631431332668	784.2627732114211	2276219904.0	159292.796875	-2.45151868735335	8.805023049188463	-0.9996348479133306	6.657017119976002	0.004923403873854049	1.230499105117083
195	1571.8629	2	639955776	786.9389	786.8363-789.5749	0.9839	y15	-9.849828377309116	0	1571.8783827323	786.9387264666001	786.9386147838766	586905856.0	163921.921875	-0.9705509499832312	6.453316990862155	-0.9988773626136273	2.0687691700009174	0.004800691730444467	1.2058547951045189
196	4824.5694	6	39949616	805.4364	804.9979-806.7606	0.9021	x46	-11.809238803284702	0	4824.626375165001	805.1021764666001	805.0982010135142	5656494.0	111904.2890625	-0.7448684262827787	1.8546638656206007	-0.7433593575080224	1.89094839055895	0.007194524961986545	1.5435030953512034
