	Mass	Charge	Abundance	Base Peak	Interval	Correlation	Ions	PPMError	Shift	TheorMass	Mono m/z	m/z	Intensity	resolution	Slope	Intercept	RSquare	Ratio	FWHM	FWHM Coeff
197	814.4292	1	213387936	815.4365	815.2979-818.5461	0.9937	b7	-9.715554063655498	0	814.4371127078	815.4364764666001	815.436496353113	147419104.0	159856.28125	-0.9199986644865753	5.041998486952842	-0.9633434626737059	2.275611027769739	0.005101060089580389	1.21175563792419
198	3264.7567	4	218977280	817.6978	817.0801-819.0725	0.9875	b33	-9.100915571754523	0	3264.7864125455003	817.1964514666	817.195882020882	165685296.0	154752.765625	-1.9225063717388122	5.829661725159356	-0.994618160671815	4.010542315573845	0.005280654460167306	1.237360449163469
199	4911.6854	6	754018880	820.1228	819.5193-821.2342	0.9835	y47	-9.319439128969005	0	4911.7311745797	819.6215097999334	819.6210999878588	672914688.0	156494.25	-2.4117465213664304	7.573902817673951	-0.999665321770497	6.510160568904471	0.005237387955070929	1.226951805927095
200	8290.457	10	46988864	830.454	829.9485-831.4622	0.9482	y82	-8.884408254326718	0	8290.530656458997	830.0529764666001	830.0526064768658	45895280.0	140497.96875	-4.040914703598757	5.766375850955233	-0.9436634948441321	10.205049650098648	0.005907933145665963	1.312840845160186
201	4982.7224	6	431666208	831.9623	831.3566-833.0734	0.9784	y48	-9.209486883698823	0	4982.768288739199	831.4610097999333	831.4604597821997	428438496.0	154011.9375	-2.313430897853188	7.0444061926650114	-0.9985774722320324	5.908186733493828	0.0053986754097045215	1.234183690009398
202	5826.1126	7	85719560	833.882	833.1861-834.8464	0.9463	y56	-9.115181437244328	0	5826.165706557499	833.3090764666001	833.3089628443577	71614160.0	152485.3125	-2.7846368791998843	5.570211166135012	-0.9977363269485139	6.783679216656896	0.0054648473953473895	1.2414871049453078
203	1668.871	2	280742144	835.4429	835.2897-838.0693	0.9783	b16	-9.527119904188371	0	1668.8868996856	835.4427764666001	835.4423501103099	111229376.0	149672.71875	-1.9029807150833382	5.427089988874476	-0.9853415679277769	3.7773946998948866	0.005581794445157094	1.2559191999037576
204	1699.9562	2	348387744	850.9855	850.8700-853.6012	0.9871	y16	-10.086108196646077	0	1699.9733461151004	850.9853764666001	850.9852209032955	359802624.0	157058.984375	-1.0755637663198956	6.039773362841722	-0.9984042056845089	2.3193934861750805	0.005418252411918384	1.208780073831643
205	7664.1196	9	80367488	853.0217	852.4711-854.0633	0.9529	y75	-9.430608308230243	0	7664.1918779916	852.5761209110445	852.5753811625134	91643736.0	146936.90625	-3.522645337944284	6.231813194011118	-0.9951953132556128	10.248517084629547	0.005802322935205486	1.2628826055678126
206	7747.1073	9	200688624	862.3539	861.6719-863.3782	0.9037	b76	-9.996519206436727	0	7747.184744881098	861.7969764666	861.796893284891	145614816.0	164963.15625	-3.0560563483696637	6.447987889324027	-0.9865201106854364	7.702009339021914	0.005224178009657177	1.1649427898728624
207	2609.3717	3	340862816	871.1321	870.6804-872.9112	0.9876	b26	-9.28676805810119	0	2609.3959328548003	870.7978431332667	870.7970010398037	139281440.0	159039.703125	-1.405884924533512	5.304108074308915	-0.9872783634372473	2.2007875823603884	0.005475343476687615	1.1895613325172762
208	1753.9662	2	95729408	877.9905	877.8768-880.6238	0.9994	z17	-10.097686066098369	0	1753.9839111789001	877.9903764666001	877.9905588744293	40318508.0	145437.390625	-1.175578596549556	3.9562567101116093	-0.8886106921981884	3.2480470786511244	0.006036897080601959	1.2591554793767799
209	1755.902	2	171508512	878.9584	878.8243-881.5844	0.9874	b17	-9.641017487702207	0	1755.9189288451	878.9582764666001	878.9579656572597	132888376.0	153576.625	-1.060248588047735	5.03314503259958	-0.9938653110119802	2.082300411464798	0.0057232535593047425	1.2138232562510218
210	1770.9925	2	235016944	886.5037	886.3812-889.1360	0.9887	y17	-10.141258339725027	0	1771.0104602746	886.5035264666001	886.503545302884	260781696.0	152700.4375	-1.0913180925116484	5.74065455161694	-0.9990359026257855	2.403434554353553	0.005805507566426482	1.2149940266130188
211	6242.2942	7	205896192	893.1933	892.6504-894.4763	0.9371	c61	-10.50793457264115	0	6242.359794308298	892.7635907523144	892.7637474336277	127805224.0	144608.71875	-2.468510579272921	5.9396819825623846	-0.9941327847827106	7.476341734735795	0.006173650905358206	1.256948666285876
212	2680.4076	3	1133653760	894.8107	894.3705-896.5951	0.9789	b27	-9.493620565815142	0	2680.4330470143004	894.4764764666	894.4759585509519	660675008.0	151495.6875	-1.5399629583372823	6.9686802074594665	-0.9978086997712519	3.2399907452983725	0.00590429980755031	1.2177858676079207
213	8974.8231	10	134949136	898.9909	898.3636-899.9937	0.9563	y88	-9.827408299685112	0	8974.9113001178	898.4895864666	898.4892055556055	153841344.0	136722.625	-3.6789107976255973	6.85307780332291	-0.9973888312316521	15.311674081169716	0.006571620502134197	1.3020460783140089
214	4495.4439	5	191739904	900.6976	899.9937-902.0120	0.9745	y43	-9.991696280896438	0	4495.488817558899	900.0960564666001	900.0958616872888	224383072.0	149847.046875	-1.7547934687066735	6.052977371999701	-0.9991420039604053	4.268021168857043	0.006006764100183665	1.224141971478018
215	6313.3324	7	151076928	903.3416	902.7964-904.5957	0.9729	y61	-9.683795225907417	0	6313.393537610199	902.9119050380286	902.9114236217373	180173552.0	149676.8125	-2.3344828763145316	6.214253172960452	-0.9984084387601486	6.080720930522501	0.006032406813992897	1.223794919873428
216	1825.0026	2	101846320	913.5087	913.4005-916.1179	0.9934	z18	-10.095959522879442	0	1825.0210253384002	913.5085764666001	913.508420079092	64670728.0	150133.1875	-1.2001963098814115	4.434395348225501	-0.9440643053991364	2.2847855407190627	0.006084653468634921	1.2165719749582562
217	5497.9012	6	208930256	917.8254	917.0464-918.9430	0.9242	y53	-9.72173611905516	0	5497.954649664299	917.3241431332667	917.3235132378967	201559696.0	149840.171875	-1.9610219974040946	6.079626365464129	-0.9994857935268651	4.319146597845047	0.0061220132208814355	1.2164658891725029
218	6426.4092	7	46847936	919.4954	918.9490-920.7455	0.9796	y62	-10.643771804027963	0	6426.477601961099	919.0657336094572	919.0659202852805	89333136.0	149167.703125	-2.4501488892461873	5.582359881661603	-0.9968372428839858	6.630435857483926	0.006161292967788871	1.2193470857989317
219	1842.029	2	290808192	922.022	921.9119-924.6646	0.9732	y18	-10.083580010619418	0	1842.0475744341002	922.0217764666	922.021685137137	315203424.0	149110.546875	-0.9453524553800213	5.8248114400503885	-0.9985151103768575	2.137664039799988	0.006183477322432944	1.2183536702914664
220	2765.4958	3	280351392	923.1735	922.6186-924.9680	0.9762	a28	-9.544803232736518	0	2765.5221963652	922.8392097999334	922.8385744204877	126063312.0	146268.6875	-1.4952293985189917	5.290997292727881	-0.9929222019023176	2.9015190790942977	0.00630920117075972	1.2337180654160966
221	929.4548	1	298916288	930.4622	930.3588-933.5850	0.9922	b8	-9.95936016202247	0	929.4640568673	930.4620764666	930.4617994301532	212592272.0	149917.1875	-0.8221191618574901	5.3513347519790075	-0.9985915957664051	1.8669453079549063	0.006206505170930806	1.2102973680322058
222	2793.4903	3	2044802944	932.5049	932.0628-934.6349	0.9865	b28	-9.597709314692015	0	2793.5171113652004	932.1707097999333	932.1699673753862	1391388032.0	148271.65625	-1.3903184165599483	7.611958754575124	-0.9988588516275929	3.012689447159858	0.006286906013942811	1.2184893042630651
223	5608.9586	6	44563224	936.5021	935.7231-937.6365	0.9681	z54	-11.49290182343486	0	5609.023063951399	935.8337097999333	935.8355796017713	20053772.0	158300.359375	-2.0744668329736613	3.808512131666752	-0.9706375957064204	2.6653785887954307	0.005911771668091144	1.1649470323067581
224	4682.5048	5	172687584	937.9093	937.4077-939.4288	0.9641	z45	-10.11133341725368	0	4682.552146846	937.5082364666	937.508020605245	155277536.0	155740.4375	-1.6175079488441384	5.589562280573139	-0.9741257653463324	3.0823997044236724	0.006019682721163827	1.1769757534629817
225	5625.9925	6	174665152	939.174	938.5697-940.4730	0.9555	y54	-10.151536340257165	0	5626.049613047099	938.6726931332668	938.6726336961525	142974576.0	145636.46875	-2.0273821416554463	5.7695975426903265	-0.9965395584890715	4.604715990770774	0.006445313057593292	1.230287609475876
226	4699.532	5	855627008	941.5152	940.7897-942.8330	0.9697	y45	-9.936197417064841	0	4699.5786959417	940.9136764666001	940.913278210436	843239552.0	147458.59375	-1.7376629073316086	7.347005141918133	-0.9995325968492476	3.8207461078268805	0.006380864311005516	1.2191631543880612
227	1896.0391	2	101870928	949.027	948.9150-951.6877	0.9947	z19	-10.041621353148985	0	1896.0581394979004	949.0268264666	949.0266819969679	50357540.0	144471.046875	-1.7009021269191549	4.494758869347028	-0.9899852613492931	2.569296067363366	0.006568974908987057	1.2323788166378231
228	1913.0664	2	214741216	958.0417	957.4282-960.1562	0.9907	y19	-9.559740721039729	0	1913.0846885936003	957.5404764666	957.5396612373843	266531248.0	149255.703125	-1.0472589971733908	5.720383717437591	-0.9994830052238323	2.3066679514177255	0.006415430976432809	1.2023162492104627
229	2906.5736	3	700215424	970.1994	969.7296-972.3074	0.9885	b29	-9.487272051859383	0	2906.6011757161004	969.8651431332668	969.8643522932057	640463296.0	147150.671875	-1.2944071280917124	6.783372289243475	-0.9994724194827824	2.750249511323001	0.006590961087266226	1.208589963596882
230	5826.1063	6	74134432	972.6934	971.9043-973.8091	0.9703	y56	-10.19651010472788	0	5826.165706557499	972.0249931332668	972.025107676713	34021216.0	135694.25	-2.5010363392331736	4.654833964967465	-0.9931514233335379	5.733908389666033	0.00716334780343834	1.2747399985448042
231	4911.6806	5	142974800	983.9449	983.2257-985.2715	0.9659	y47	-10.296691309515069	0	4911.7311745797	983.3433964666	983.3433042730205	122389912.0	144800.5	-1.6758214954446948	5.381118149879317	-0.9948218462528632	3.5746674676634553	0.006791021469352803	1.216022246749519
232	985.5454	1	21266726	986.5527	986.4121-989.6711	0.9818	y10	-10.399608085467007	0	985.5556493925001	986.5526764666	986.5522360513482	14688845.0	130454.1796875	-1.1925093977708137	2.9863864977602113	-0.8211738103566737	3.6681287756086904	0.0075624425251426325	1.302191353220052
233	2977.6092	3	454976320	993.8779	993.3942-995.9890	0.9894	b30	-9.769445704532082	0	2977.6382898756005	993.5436764666	993.543105397965	538477120.0	145490.796875	-1.3718554205908022	6.655829202600757	-0.9867539031566607	2.9486159053099668	0.006828906891283153	1.2080100168920247
234	4982.7156	5	81353128	998.1519	997.4267-999.5151	0.9709	y48	-10.574190117957217	0	4982.768288739199	997.5503964666001	997.5501232657882	65742316.0	127269.921875	-1.7795320239720174	4.826437858765166	-0.93881722955925	4.451659256511475	0.00783806659554287	1.318935944610984
235	2009.122	2	32354334	1006.0696	1005.4334-1008.1991	0.9851	z20	-10.05595759281477	0	2009.1422038488	1005.5682764666001	1005.5679156635031	12754295.0	133726.109375	-1.4124867696689483	2.9025386129403286	-0.902806884205301	1.7834298200400738	0.00751960795362445	1.2727381338006316
236	4023.0914	4	151616576	1007.2815	1006.6514-1008.8898	0.9518	b40	-9.859519823881378	0	4023.1310661405005	1006.7801264666	1006.7796648650598	84673136.0	139070.015625	-1.6710188001432695	5.005258504293433	-0.9720783231770888	4.109042025837789	0.007239372630688592	1.2394269958699673
237	2026.0688	2	87019816	1014.543	1013.8907-1016.6603	0.9514	b20	-9.535886768215706	0	2026.0881205469	1014.0416764666	1014.0401600916075	25161252.0	133209.796875	-1.2879023517642145	3.542117244716308	-0.9720497437833515	2.964303150096794	0.007612354225291341	1.2724600268071116
238	2026.15	2	44091744	1014.5836	1013.9487-1016.6883	0.9698	y20	-9.255371484969176	0	2026.1687529444998	1014.0822764666001	1014.0810728049221	40384440.0	143858.5625	-1.4209426111802206	4.10389824231716	-0.9793252404390943	2.9800477460940105	0.007049153384977846	1.2088548751572838
239	3064.6401	3	337371200	1022.8882	1022.4379-1025.0117	0.9691	b31	-9.860452170874606	0	3064.6703190351004	1022.5539764666	1022.5534764335446	438487872.0	142279.6875	-1.3519953834210978	6.438712014493077	-0.9979224592265086	2.8264668655522716	0.00718692523438066	1.214407285889226
240	4138.1168	4	1104662912	1036.0378	1035.4271-1037.6895	0.9814	b41	-9.958609578998903	0	4138.158010300001	1035.5364764665999	1035.5358894339042	1579653632.0	140187.984375	-1.6009767753968953	7.896580387475866	-0.9991431599233462	3.62180847630967	0.007386766376951871	1.2213081885137642
241	5196.8099	5	71722736	1040.9708	1040.2321-1042.4805	0.9854	y50	-10.342235134223412	0	5196.8636471858	1040.3692564666	1040.3676171115785	9710959.0	115553.1640625	-4.52996273793723	4.4664838147600605	-0.8866553734475214	1.9871051766141963	0.00900336763213916	1.3870696904789226
242	6242.2895	6	49544788	1042.0573	1041.2850-1043.3354	0.9543	c61	-11.260854967376682	0	6242.359794308298	1041.3888597999332	1041.388679327266	42081420.0	136922.734375	-1.7947556172772365	4.37819114487862	-0.9886803898731659	2.982558481886058	0.007605666685527481	1.238317497876882
243	3163.7081	3	111331024	1055.9109	1055.4280-1058.0176	0.9859	b32	-9.682633359696268	0	3163.7387333222005	1055.5766431332665	1055.575778640398	168161840.0	139780.921875	-1.281016278882143	5.437159214992879	-0.9992264822338781	2.5965747378146875	0.007551644133412953	1.2158830479472211
244	1057.5478	1	105377008	1058.5552	1058.4279-1061.6786	0.9866	b9	-10.609573447108565	0	1057.5590202501	1058.5550764666	1058.554981554234	93366368.0	133745.625	-0.8174807630440499	4.519780950641947	-0.9442824885703716	2.1543184127232267	0.007914688660314938	1.2510115515495628
245	4237.1827	4	95336640	1060.8043	1060.1678-1062.4307	0.9425	b42	-10.319152841618623	0	4237.2264245871	1060.3029514666	1060.3026547381492	153783968.0	140561.4375	-1.5649701380239789	5.5491229496271695	-0.9987782512951676	3.314136694151565	0.00754333957873865	1.209575081862414
246	4308.2171	4	82986936	1078.5629	1077.8192-1080.4417	0.9719	b43	-10.778993945544732	0	4308.2635387466	1078.0615514666	1078.0616463741094	133591056.0	139106.28125	-1.4447475698118457	5.310097955987901	-0.992814411100548	3.2692469097632983	0.007749913495542527	1.21126852772006
247	7551.0297	7	80093792	1080.2987	1079.6252-1081.5482	0.9898	y74	-10.34465970136008	0	7551.1078136407	1079.7258050380285	1079.7349234979101	1856460.75	94307.53125	-1.6581742753039483	1.296748475893759	-0.4636841970900715	2.042424750088232	0.01144908480994629	1.5686938486812945
248	3264.7532	3	120936640	1089.9268	1089.0256-1091.7126	0.9758	b33	-10.172961199717873	0	3264.7864125455003	1089.2583431332666	1089.2578407956034	124573376.0	135682.640625	-1.6093641042349427	5.352022709695337	-0.9974883995510367	3.398189081687838	0.008027982325359489	1.2273224598598744
249	5497.8976	5	160098880	1101.1884	1100.4502-1102.7455	0.9725	y53	-10.376525077750125	0	5497.954649664299	1100.5867964666	1100.5860763379615	23055468.0	131450.78125	-1.904597452228849	3.874642097960401	-0.9686329546419103	3.9214733654781497	0.008372609625231585	1.2492051579810766
250	8846.7226	8	225205280	1107.4742	1106.6558-1108.7252	0.9187	y87	-10.595533062975422	0	8846.816336734997	1106.8476014665998	1106.8521460148831	2300449.5	56557.5078125	0.026192521807611065	0.42448255356978226	0.014046588871431046	1.1270184405226498	0.01957038400072949	2.1876067700733843
251	1124.6182	1	119035904	1125.6255	1125.4941-1129.8041	0.9977	z11	-10.680559241090322	0	1124.6302116796	1125.6254764665998	1125.6248998955675	37487284.0	141432.328125	-1.1885444799760205	3.8604181106192827	-0.9728638435562404	2.271895099959004	0.007958752534291336	1.1808325919123108
252	7907.1912	7	276680448	1131.3221	1130.4785-1132.5874	0.951	y78	-10.901401574161673	0	7907.2774004063	1130.6060193237429	1130.5952301993152	2496522.5	117399.953125	-1.118332637196741	1.2444636992464235	-0.6406728380253072	0.8574579509859729	0.009630286896243727	1.334951550254668
253	3393.7949	3	128912496	1132.9407	1132.1293-1134.7644	0.9697	b34	-10.049642669816336	0	3393.8290067688004	1132.2722431332666	1132.271438574584	110417032.0	137895.671875	-1.5324823801354324	5.19185598217842	-0.9923151216366736	3.4829651683938807	0.008211073075599994	1.198580416924004
254	7978.2285	7	171487632	1141.3271	1140.6405-1142.7439	0.9091	y79	-10.781044748698429	0	7978.314514565801	1140.7542050380284	1140.7619469868073	1875764.75	91791.875	-1.0439147004496352	0.9629476818538291	-0.4779516567671778	1.3227087043249337	0.012427700675978209	1.5682114359460777
255	3480.824	3	149268688	1161.6162	1161.1812-1163.7676	0.95	b35	-10.639875570407318	0	3480.8610359283	1161.2819431332666	1161.281543003965	143078496.0	132576.484375	-1.246861554087112	5.2464360102321885	-0.9988015967569362	2.563084324715759	0.008759332761602089	1.2200915157038723
256	4699.5291	4	69460568	1176.3909	1175.7576-1178.3003	0.99	y45	-10.553274007975679	0	4699.5786959417	1175.8895514665999	1175.8891456720921	11371661.0	136060.171875	-1.589315107105787	2.9274898030912624	-0.9833947145940478	2.0445499066349915	0.008642419963664272	1.1941901891526532
257	3593.9073	3	142965696	1199.3107	1198.8630-1201.7687	0.9703	b36	-10.517767563407155	0	3593.9451002792002	1198.9763764666	1198.9761934564235	134478704.0	132430.921875	-1.3636859560782126	5.270608713941961	-0.9984478587517135	2.859188687724028	0.009053596973281838	1.2080507214640126
258	3722.001	3	53673832	1242.0085	1241.5211-1244.5175	0.9885	b37	-10.495228780948702	0	3722.040063662	1241.6742764666	1241.6741209449165	35294052.0	129194.9296875	-1.587558617973403	4.039769258874357	-0.9692570855266419	2.49356744726336	0.009610857979862752	1.2138929001676444
259	2494.3436	2	54218308	1248.6804	1247.9163-1251.3538	0.9608	b25	-10.178404003234464	0	2494.3689886953002	1248.1790764666	1248.1778090119074	16379905.0	116968.796875	-1.8455510944063167	3.410300067580609	-0.8949907520232881	2.782808983149239	0.01067103229544018	1.2948059822360407
260	2609.3677	2	127398784	1306.1925	1305.5847-1308.8374	0.9687	b26	-10.819689892613278	0	2609.3959328548003	1305.6911264665998	1305.6901994664381	22633634.0	125346.4765625	-2.2179329259263465	4.060336885020752	-0.990179439124715	3.9847438816655756	0.010416648598936864	1.2180246987780163
261	1312.7026	1	55719608	1313.71	1313.6073-1317.8400	0.9934	b12	-11.20798808331251	0	1312.71731292	1313.7098764666	1313.7097967297032	24353880.0	129601.984375	-1.0070574509765786	3.2726750272743477	-0.9708992740609464	1.7396379784836413	0.010136494460829534	1.1887871602889157
262	2680.4041	2	90267968	1341.7107	1341.0713-1344.3262	0.9718	b27	-10.79937972428476	0	2680.4330470143004	1341.2093264666	1341.2087733264011	66154444.0	125362.125	-1.4182550702738133	4.593948563909543	-0.9932472846914013	2.928255231182813	0.010698676121886104	1.2070736362908392
263	1369.7236	1	10406267	1370.731	1370.3342-1374.8895	0.9612	b13	-11.080226357456171	0	1369.7387770157	1370.7308764666	1370.7297187104805	8556131.0	120663.3359375	-1.1299607423000924	2.3395193918025186	-0.858853804639239	1.9023379539407617	0.011359952118516576	1.2292519105498854
264	4138.1115	3	285908672	1381.0463	1380.2305-1383.1531	0.9781	b41	-11.23937265924248	0	4138.158010300001	1380.3777764666	1380.3772387256133	284346368.0	124939.3046875	-1.1938422888025937	5.887863254548699	-0.9986248405114666	2.3449763220510342	0.011048382590076301	1.1982401632340658
265	2793.4861	2	196811248	1398.2517	1397.4958-1401.5638	0.9758	b28	-11.101190350397092	0	2793.5171113652004	1397.7503264666	1397.7498053028796	109051392.0	120357.265625	-1.4610357378429129	5.102681329799344	-0.9936412041686549	2.7962200652417635	0.011613339652114415	1.22334718313828
266	4308.2163	3	53148020	1437.7478	1436.9341-1440.1924	0.9949	b43	-10.964683607424591	0	4308.2635387466	1437.0793764666	1437.0782384934473	50914484.0	120280.1640625	-1.5841762109111026	4.4404097557071545	-0.9955227654267325	3.0113293646365853	0.011947757551666728	1.2125996745174763
267	1440.7591	1	40763360	1441.7667	1441.6268-1446.9562	0.9625	b14	-11.654258863358452	0	1440.7758911751998	1441.7663764666	1441.7660237487457	9317878.0	116367.6875	-1.5800462033556097	2.731221601920679	-0.8337576566205266	3.2259120653468516	0.012389745424379477	1.2382813810596336
268	2906.5676	2	82384632	1454.7925	1453.8671-1458.0363	0.9716	b29	-11.55153874604547	0	2906.6011757161004	1454.2910764665999	1454.2907874663158	51357060.0	115484.6953125	-1.1476524090816171	4.169209230211804	-0.9863208849107236	2.8717141553612073	0.012592930894704488	1.2410007117548614
269	1455.7662	1	244475408	1456.7738	1456.6339-1461.8843	0.9857	z14	-11.828235760618258	0	1455.7834193495005	1456.7734764666	1456.7731071103312	47543832.0	119546.21875	-1.10237586940299	4.040454618181923	-0.9937234940260331	2.1451712205531543	0.012185856837151792	1.2120442820788757
270	1472.7923	1	261080960	1473.7999	1473.5909-1478.9916	0.9883	y14	-11.99641880411419	0	1472.8099684452004	1473.7995764666	1473.7996864520933	119011048.0	119906.4765625	-1.0084329271347072	4.893703661645524	-0.9982353896154135	2.175354700014859	0.012291243381535697	1.2049384358261865
271	2977.6042	2	66998156	1490.3108	1489.6987-1493.4214	0.9985	b30	-11.448628839923346	0	2977.6382898756005	1489.8093764666	1489.8085907685631	41556960.0	115083.1875	-1.237063946235076	4.006414848759114	-0.990205738759241	2.534360504179039	0.012945492935434753	1.2339186389121646
272	1554.8333	1	25513690	1555.8409	1555.6407-1560.9525	0.9865	z15	-11.919873134612793	0	1554.8518336366	1555.8405764666	1555.8407801065455	9963724.0	104796.203125	-0.30352664666734325	1.8689334558769088	-0.1932210614480316	1.3192310951745245	0.014846346849520417	1.2945392474597797
273	1555.784	1	61932856	1556.7916	1556.6188-1562.1783	0.9814	b15	-12.106504932396225	0	1555.8028353347	1556.7912764666	1556.791018225896	24266128.0	115532.4296875	-1.3741646526889473	3.5435812870136996	-0.9647573555918261	2.5330118799989902	0.01347492667155716	1.2128043143329328
274	1571.8595	1	46663292	1572.8671	1572.6863-1578.1970	0.9613	y15	-12.012845591240142	0	1571.8783827323	1572.8667764666	1572.8669042213894	14835499.0	117631.828125	-1.22907323826328	2.972466574508598	-0.9540738156251848	2.086595540519553	0.013371099720987096	1.1942349540946542
275	3163.7005	2	34863144	1583.3589	1582.6720-1586.5277	0.9814	b32	-12.084854478609767	0	3163.7387333222005	1582.8575264666	1582.8577597561339	23148750.0	119155.671875	-1.228575836040488	3.403924094400639	-0.9854462824228362	2.0295120014913053	0.013283948089492771	1.1815354244034733
276	1668.8681	1	31415366	1670.8778	1669.7180-1675.0607	0.9696	b16	-11.264805064715345	0	1668.8868996856	1669.8753764665998	1669.873726695802	13826310.0	106303.5546875	-1.7899100222049513	3.25431529328071	-0.9309153242321733	3.046920749749804	0.015708540806605394	1.2523890666000432
277	7361.8881	3	18840992	2455.9727	2454.7168-2459.1226	0.9353	x72	-9.778107156176517	0	7361.960086034601	2454.9699764666	2454.9623641980934	2270016.5	72104.765625	-0.340107590603656	0.5822674485650227	-0.16059935403599881	1.5861572852575934	0.03404715822759591	1.4266551682457598
278	374.2138	1	27482764	375.2211	375.1156-377.3309	0.9966	y3	-7.313832312918672	0	374.216536957	375.2210764666	375.22123332959075	43378964.0	236858.703125	-1.0269779840687696	3.906668528341787	-0.9931158366076791	2.156384331577974	0.0015841564121524857	1.207749107343527
279	799.4382	2	6005112	400.7264	400.6239-402.3326	0.9895	a7	-7.221201354205549	0	799.4439729459001	400.7263764666	400.7263405692448	5565040.0	213376.078125	-0.5541060821776401	1.5573950497186524	-0.7476206569793424	1.4860771112237765	0.0018780284279781882	1.2667202578423518
280	940.5153	2	279856448	471.265	471.1619-472.8773	0.9983	b8	-8.136214838125163	0	940.5229522968001	471.2649264666	471.26504669783117	348928800.0	210094.3125	-1.0927461161230703	6.032283818662374	-0.9976461276265108	2.3258844741333666	0.0022431118724255384	1.212525129733024
281	471.2654	1	15651106	472.2727	472.1683-474.3874	0.9954	b4	-8.278027637834558	0	471.26930118030003	472.2726764666	472.2728672585871	22064954.0	213689.765625	-1.361421865800738	3.4634594800656586	-0.9847631512732558	2.210811615850533	0.0022100865049726787	1.1980335243927565
282	473.2811	1	75829376	474.2884	474.1830-476.3966	1.0	y4	-8.13726295310212	0	473.2849512441	474.28837646659997	474.28841890077	66784892.0	214347.703125	-0.9651083527226297	4.273037212322656	-0.9940173452444162	1.8276176493324605	0.002212705860553037	1.1938846108951804
283	1041.5631	2	14596936	522.2902	521.6735-523.3978	0.958	a9	-7.230925942086329	0	1041.5706315201	521.7888264666001	521.7883867126664	23360258.0	196958.625	-1.1083927234805468	3.3391750079702263	-0.9798943061639698	1.8265067156966213	0.002649228418977165	1.2235894728347219
284	1069.5564	2	753606208	535.7855	535.6793-537.3915	0.9971	b9	-8.551621852313447	0	1069.5655465201	535.7854764666	535.7855984344599	1188303104.0	198038.515625	-1.0246829538453337	7.201059080993079	-0.9994030447852887	2.211914294866107	0.002705461595405047	1.2084252991253528
285	1140.5926	2	1222664192	571.3036	571.1724-573.4158	0.997	b10	-8.820494591849718	0	1140.6026606796	571.3035764666	571.3036913298574	1848705280.0	190880.765625	-1.0497832846747264	7.6706822598286255	-0.9990437054372796	2.266989368291767	0.002992987216177808	1.2122249434017707
286	586.291	1	29824018	587.2983	587.1742-590.4104	0.9992	b5	-8.946568977211292	0	586.2962453398001	587.2982764666001	587.29851056725	38749012.0	188512.3125	-1.0200689952747246	3.7895206553154974	-0.9881338885780153	2.0532945777393894	0.003115438470721906	1.2111550105460056
287	602.3223	1	30416844	603.3296	603.2139-606.4472	0.9964	y5	-8.708662652602099	0	602.3275454673999	603.3295764666001	603.3296525045541	27215276.0	182841.5625	-1.1270894566276535	3.5190763648934484	-0.9694865556445537	2.5541971565436525	0.003299740191755111	1.225018574492659
288	1211.6651	2	33276378	606.8398	606.7323-608.9861	0.9862	a11	-9.12782397264915	0	1211.6761599667	606.8398264666	606.8401732079117	56504456.0	183327.34375	-1.344816473465723	4.398446437940422	-0.999166355290114	2.966640421453551	0.0033101454523633313	1.2204907256887343
289	1239.66	2	1185159936	620.8373	620.7241-622.9547	0.9964	b11	-8.933794555283503	0	1239.6710749667	620.8372764666001	620.8373291390808	1961000448.0	183886.296875	-1.0529687612838272	7.719391901835576	-0.9992714446991189	2.2752967620540514	0.003376202249377538	1.2087913161515909
290	1310.6961	2	1470364672	656.3553	656.2471-658.4688	0.9952	b12	-9.223354443402014	0	1310.7081891262	656.3553264666	656.3554732626815	2675325184.0	178514.578125	-1.021147034370673	8.014616585103676	-0.9994240787956351	2.269536043732868	0.0036767611931563726	1.2102605726991853
291	673.3585	1	38630168	674.3658	674.2455-677.4902	0.9999	y6	-9.147535160750351	0	673.3646596269	674.3657764666001	674.3660208892117	38072488.0	176056.484375	-1.3077041842155646	3.9483573474327383	-0.9770921544673468	2.462669114820027	0.003830395814634201	1.2105236695312322
292	1371.7118	2	91068064	686.8632	686.7617-688.9704	0.9933	y13	-9.308152814149395	0	1371.7245682219	686.8631764666001	686.8634372914637	86220792.0	176929.5	-0.9984699032280386	4.560370366775986	-0.9968110331840142	1.9975628193837696	0.003882130663860259	1.19917483874303
293	1381.7323	2	824788032	691.8735	691.7659-694.0801	0.996	b13	-9.410768880022896	0	1381.7453032857002	691.8734264666	691.8736669402815	1817064832.0	173897.0625	-1.0426477494213393	7.649979563817432	-0.9998041131699341	2.2932939938438834	0.003978639184547936	1.210138278563358
294	714.3483	1	125247280	715.3556	715.2328-718.4754	0.9971	b6	-9.132149436969742	0	714.3548235950001	715.3555764666	715.3556886247668	182131760.0	172600.671875	-0.7907399349731418	5.156760120586088	-0.9991581995537835	1.8168981051408737	0.004144570706786345	1.202731208834161
295	730.3792	1	196107728	731.3865	731.2678-734.5186	0.998	y7	-9.479537432402706	0	730.3861237225999	731.3864764666	731.3867406835099	181472784.0	168672.421875	-0.9195649563998026	5.248411344913631	-0.9969557391417457	2.0842990717728105	0.004336137067063203	1.2123402487812622
